Number of requests is 744
Number of Drivers is 268
Number of Riders is 476

Req_no. request_arrival_time service_time_at_source Pickup_location_longitude Pickup_location_latitude  Pickup_earliest_time Pickup_latest_time  service_time_at_delivery delivery_location_long delivery_location_latitude delivery_earliest_time delivery_latest_time 
0	945	0	-88.10326	41.52693	945	975	0	-88.31947	41.54742	963.1	993.1
1	802	0	-87.95069	42.17452	802	832	0	-87.86787	42.13093	810.4	840.4
2	678	0	-87.93537	42.13432	678	708	0	-87.95069	42.17452	682.6	712.6
3	617	0	-87.81877	42.13813	617	647	0	-87.93537	42.13432	626.6	656.6
4	585	0	-87.86787	42.13093	585	615	0	-87.81877	42.13813	589.1	619.1
5	915	0	-88.05497	42.05213	915	945	0	-88.16007	42.01878	924.4	954.4
6	669	0	-88.21776	41.53233	669	699	0	-88.2101	41.57233	673.5	703.5
7	915	0	-87.6407	41.86949	915	945	0	-87.59041	41.75527	928.4	958.4
8	635	0	-87.7464	42.00608	635	665	0	-87.71856	41.97768	638.9	668.9
9	980	0	-87.68843	42.06368	980	1010	0	-87.71916	42.05888	982.6	1012.6
10	860	0	-88.31947	41.54742	860	890	0	-88.10326	41.52693	878.1	908.1
11	725	0	-88.09971	41.54668	725	755	0	-88.31947	41.54742	743.3	773.3
12	675	0	-88.11311	41.53653	675	705	0	-88.09971	41.54668	676.6	706.6
13	650	0	-88.16773	41.50019	650	680	0	-88.11311	41.53653	656.1	686.1
14	830	0	-88.10276	41.61618	830	860	0	-88.13238	41.5732	835.4	865.4
15	885	0	-88.43233	41.84842	885	915	0	-88.32093	41.88843	895.2	925.2
16	780	0	-88.32093	41.88843	780	810	0	-88.43233	41.84842	790.2	820.2
17	795	0	-87.71856	41.97768	795	825	0	-87.87178	41.90008	810.3	840.3
18	935	0	-87.7806	41.87633	935	965	0	-87.81636	41.87598	938	968
19	945	0	-88.34411	42.01383	945	975	0	-88.29013	42.00048	949.7	979.7
20	925	0	-88.24769	41.7497	925	955	0	-88.23412	41.73593	926.9	956.9
21	785	0	-87.92797	42.36322	785	815	0	-87.93672	42.39977	789.1	819.1
22	900	0	-87.90792	42.12198	900	930	0	-87.93672	42.39977	931	961
23	975	0	-88.16687	41.76818	975	1005	0	-87.94717	41.81288	993.9	1023.9
24	680	0	-88.16351	41.78673	680	710	0	-88.16687	41.76818	682.1	712.1
25	795	0	-87.78621	42.03218	795	825	0	-87.77535	42.04803	797	827
26	881	0	-87.86787	42.13093	881	911	0	-88.21399	42.40154	922.4	952.4
27	962	0	-87.6525	41.89269	962	992	0	-87.93986	41.89813	985.8	1015.8
28	915	0	-88.26836	42.28477	915	945	0	-88.21399	42.40154	928.7	958.7
29	855	0	-87.654	41.87298	855	885	0	-87.7806	41.87633	865.5	895.5
30	901	0	-87.83176	42.07808	901	931	0	-87.8367	42.04728	904.5	934.5
31	900	0	-87.78491	42.06028	900	930	0	-87.87126	42.04698	907.3	937.3
