Number of requests is 744
Number of Drivers is 268
Number of Riders is 476

Req_no. request_arrival_time service_time_at_source Pickup_location_longitude Pickup_location_latitude  Pickup_earliest_time Pickup_latest_time  service_time_at_delivery delivery_location_long delivery_location_latitude delivery_earliest_time delivery_latest_time 
0	810	0	-87.59774	41.34074	810	930	0	-88.28917	42.20857	922.3	1042.3
1	570	0	-88.20327	41.68083	570	690	0	-88.18261	42.44853	655.4	775.4
2	843	0	-88.53279	42.02418	843	963	0	-87.61537	41.85908	921.1	1041.1
3	910	0	-88.48433	41.59486	910	1030	0	-87.79426	41.83163	973.1	1093.1
4	810	0	-88.46104	42.31407	810	930	0	-88.33984	41.76578	871.8	991.8
5	780	0	-88.33984	41.76578	780	900	0	-88.46104	42.31407	841.8	961.8
6	820	0	-87.6208	41.88486	820	940	0	-88.13833	42.17237	873.4	993.4
7	570	0	-88.39857	42.1771	570	690	0	-87.78621	42.03218	623	743
8	800	0	-87.75856	42.05638	800	920	0	-88.32222	41.90353	849.6	969.6
9	727	0	-88.33518	42.16532	727	847	0	-87.75856	42.05638	776.1	896.1
10	855	0	-87.61537	41.85908	855	975	0	-88.14543	42.05328	903.9	1023.9
11	863	0	-87.90557	42.26012	863	983	0	-87.99141	41.83359	911	1031
12	870	0	-87.84002	42.10193	870	990	0	-88.26594	42.36827	915.9	1035.9
13	930	0	-87.57099	41.58928	930	1050	0	-88.07966	41.48835	973.8	1093.8
14	843	0	-87.63281	41.87389	843	963	0	-88.15134	41.87903	885.9	1005.9
15	836	0	-87.86787	42.13093	836	956	0	-88.21399	42.40154	877.4	997.4
16	885	0	-88.48433	41.59486	885	1005	0	-87.99321	41.53518	926.4	1046.4
17	895	0	-88.14543	42.05328	895	1015	0	-87.66587	41.95808	936	1056
18	940	0	-87.79426	41.83163	940	1060	0	-88.27197	41.76403	980.3	1100.3
19	875	0	-87.87593	42.01723	875	995	0	-88.28917	42.20857	915.2	1035.2
20	835	0	-87.86159	42.18557	835	955	0	-88.10677	41.88093	874.5	994.5
21	661	0	-88.08047	42.01618	661	781	0	-88.20327	41.68083	699.7	819.7
22	925	0	-87.66587	41.95808	925	1045	0	-88.12707	41.99678	963.4	1083.4
23	840	0	-87.78695	41.66088	840	960	0	-88.13632	41.84998	875.8	995.8
24	838	0	-88.01062	41.97552	838	958	0	-88.11696	41.68008	872	992
25	780	0	-88.10276	41.61618	780	900	0	-88.2864	41.87973	813	933
26	900	0	-88.13678	42.25172	900	1020	0	-87.82386	42.42827	932.4	1052.4
27	845	0	-87.79176	42.11608	845	965	0	-87.89462	42.39236	876.9	996.9
28	760	0	-87.6657	41.60613	760	880	0	-87.72806	41.88422	791.4	911.4
29	855	0	-87.90792	42.12198	855	975	0	-87.93672	42.39977	886	1006
30	782	0	-88.1614	41.57273	782	902	0	-87.90223	41.77333	813	933
31	546	0	-87.66479	41.51698	546	666	0	-87.74031	41.78952	577	697
32	668	0	-88.32093	41.88843	668	788	0	-88.33518	42.16532	698.8	818.8
33	870	0	-88.3198	41.78323	870	990	0	-88.27658	42.05472	900.4	1020.4
34	788	0	-87.94717	41.81288	788	908	0	-87.71636	42.02268	818.2	938.2
35	885	0	-87.89181	41.74772	885	1005	0	-87.66195	41.54803	914.3	1034.3
36	930	0	-88.33992	41.87293	930	1050	0	-88.01189	41.79358	958.6	1078.6
37	930	0	-87.64155	41.89804	930	1050	0	-87.76786	42.13603	958.5	1078.5
38	755	0	-87.99727	42.09913	755	875	0	-88.02116	41.84633	783.2	903.2
39	905	0	-88.34411	42.01383	905	1025	0	-88.01192	42.05903	932.9	1052.9
40	780	0	-87.6208	41.88486	780	900	0	-87.75306	42.11228	807.6	927.6
41	760	0	-87.64089	41.81984	760	880	0	-87.84026	42.01753	787.5	907.5
42	578	0	-87.72766	42.10958	578	698	0	-87.76436	41.86918	604.9	724.9
43	750	0	-88.05622	41.93693	750	870	0	-88.23412	41.73593	776.8	896.8
44	700	0	-87.94321	41.91898	700	820	0	-87.62024	41.89843	726.8	846.8
45	840	0	-87.97862	41.97688	840	960	0	-87.89181	41.74772	866.5	986.5
46	620	0	-87.73856	42.09893	620	740	0	-87.6208	41.88486	645.7	765.7
47	855	0	-87.6962	41.83723	855	975	0	-87.59045	41.62877	879.8	999.8
48	661	0	-88.22322	42.00843	661	781	0	-87.94361	41.93803	685.4	805.4
49	690	0	-88.11543	42.37481	690	810	0	-87.82087	42.37077	714.2	834.2
50	930	0	-88.17321	41.61618	930	1050	0	-88.01189	41.79358	953.9	1073.9
51	917	0	-87.6525	41.89269	917	1037	0	-87.93986	41.89813	940.8	1060.8
52	870	0	-88.43227	41.76721	870	990	0	-88.16732	41.71808	892.7	1012.7
53	740	0	-87.98536	41.70832	740	860	0	-88.23352	41.79233	762.6	882.6
54	695	0	-88.23352	41.79233	695	815	0	-87.98536	41.70832	717.6	837.6
55	553	0	-88.05464	41.79993	553	673	0	-88.32038	41.76493	575.4	695.4
56	930	0	-88.09102	41.86333	930	1050	0	-88.20327	41.68083	952.3	1072.3
57	900	0	-87.64155	41.89804	900	1020	0	-87.86587	41.79492	921.8	1041.8
58	750	0	-87.69786	42.08078	750	870	0	-87.62905	41.89203	771.8	891.8
59	707	0	-87.6962	41.83723	707	827	0	-87.94717	41.81288	728	848
60	610	0	-87.74031	41.78952	610	730	0	-87.8599	41.62298	631	751
61	927	0	-87.67515	41.87153	927	1047	0	-87.85061	41.73913	947.7	1067.7
62	840	0	-87.90852	41.97868	840	960	0	-87.67545	41.92873	860.1	980.1
63	581	0	-88.29308	42.18532	581	701	0	-88.51069	42.11042	600.8	720.8
64	590	0	-87.632	41.84188	590	710	0	-87.6343	41.66754	609.4	729.4
65	930	0	-88.16687	41.76818	930	1050	0	-87.94717	41.81288	948.9	1068.9
66	800	0	-87.84522	41.86037	800	920	0	-87.62149	41.87077	818.6	938.6
67	750	0	-87.82622	42.45242	750	870	0	-87.86557	42.28877	768.5	888.5
68	680	0	-88.09971	41.54668	680	800	0	-88.31947	41.54742	698.3	818.3
69	870	0	-88.29308	42.18532	870	990	0	-88.44044	42.30707	888.2	1008.2
70	900	0	-88.10326	41.52693	900	1020	0	-88.31947	41.54742	918.1	1038.1
71	815	0	-88.31947	41.54742	815	935	0	-88.10326	41.52693	833.1	953.1
72	880	0	-87.62905	41.89203	880	1000	0	-87.70022	42.04474	898	1018
73	810	0	-87.8599	41.62298	810	930	0	-87.725	41.49893	827.8	947.8
74	881	0	-88.16687	41.76818	881	1001	0	-88.33901	41.67931	898.4	1018.4
75	810	0	-88.28802	41.93353	810	930	0	-88.33992	41.78258	827.3	947.3
76	597	0	-87.99362	42.07443	597	717	0	-87.84836	41.9634	614.2	734.2
77	570	0	-87.7366	41.60508	570	690	0	-87.69024	41.45748	586.9	706.9
78	860	0	-87.61166	41.72443	860	980	0	-87.79176	41.79583	876.9	996.9
79	903	0	-88.13678	42.25172	903	1023	0	-88.26594	42.36827	919.8	1039.8
80	690	0	-87.99039	41.94178	690	810	0	-87.92571	41.79848	706.8	826.8
81	655	0	-88.20327	41.68083	655	775	0	-88.07636	41.79868	671.8	791.8
82	575	0	-88.35469	42.45565	575	695	0	-88.15144	42.44762	591.7	711.7
83	825	0	-87.64368	41.89249	825	945	0	-87.79336	41.99373	841.7	961.7
84	915	0	-88.44044	42.30707	915	1035	0	-88.28917	42.20857	931.6	1051.6
85	653	0	-87.92986	41.73753	653	773	0	-87.7375	41.69658	669.6	789.6
86	915	0	-88.44044	42.30707	915	1035	0	-88.28917	42.20857	931.6	1051.6
87	855	0	-87.7375	41.69658	855	975	0	-87.92986	41.73753	871.6	991.6
88	615	0	-88.4125	41.3766	615	735	0	-88.2944	41.25825	631.5	751.5
89	900	0	-87.87701	42.17102	900	1020	0	-88.03706	42.25514	916.2	1036.2
90	660	0	-88.13667	42.03598	660	780	0	-88.32082	42.08492	676.1	796.1
91	650	0	-88.18272	41.76293	650	770	0	-88.33901	41.67931	666	786
92	850	0	-88.31465	42.29472	850	970	0	-88.14498	42.22658	865.9	985.9
93	795	0	-88.17577	41.88073	795	915	0	-88.12692	42.01883	810.9	930.9
94	795	0	-88.07636	41.79868	795	915	0	-87.95891	41.68673	810.8	930.8
95	850	0	-87.94361	41.93803	850	970	0	-88.05497	42.05213	865.7	985.7
96	675	0	-88.36272	41.79527	675	795	0	-88.18272	41.76293	690.4	810.4
97	930	0	-87.93991	41.84633	930	1050	0	-88.12432	41.82653	945.4	1065.4
98	750	0	-87.71856	41.97768	750	870	0	-87.87178	41.90008	765.3	885.3
99	680	0	-87.79841	41.92718	680	800	0	-87.63281	41.87389	694.9	814.9
100	630	0	-87.63172	41.74343	630	750	0	-87.8059	41.75493	644.5	764.5
101	870	0	-88.26836	42.28477	870	990	0	-88.44044	42.30707	884.4	1004.4
102	630	0	-87.69024	41.45748	630	750	0	-87.8216	41.53973	644.3	764.3
103	870	0	-87.8216	41.53973	870	990	0	-87.69024	41.45748	884.3	1004.3
104	870	0	-88.05464	41.79993	870	990	0	-88.11696	41.68008	884.3	1004.3
105	885	0	-87.90832	42.35854	885	1005	0	-87.82637	42.47081	899.2	1019.2
106	600	0	-87.619	41.72548	600	720	0	-87.56619	41.60383	614.2	734.2
107	566	0	-88.14543	42.05328	566	686	0	-88.01062	41.97552	580.1	700.1
108	915	0	-87.83877	42.16033	915	1035	0	-87.86881	42.03597	929.1	1049.1
109	685	0	-87.79385	41.57553	685	805	0	-87.6885	41.47698	699	819
110	650	0	-88.18272	41.76293	650	770	0	-88.34732	41.73418	664	784
111	845	0	-88.26836	42.28477	845	965	0	-88.35929	42.17937	858.9	978.9
112	610	0	-87.97586	42.39812	610	730	0	-87.82622	42.45242	623.7	743.7
113	870	0	-88.26836	42.28477	870	990	0	-88.21399	42.40154	883.7	1003.7
114	840	0	-88.12837	42.03653	840	960	0	-87.98632	42.09898	853.6	973.6
115	870	0	-87.6407	41.86949	870	990	0	-87.59041	41.75527	883.4	1003.4
116	630	0	-87.96496	41.84653	630	750	0	-88.10102	41.91203	643.4	763.4
117	750	0	-87.93327	42.05883	750	870	0	-88.08047	42.01618	763.1	883.1
118	820	0	-87.95991	41.76303	820	940	0	-88.11712	41.76543	833	953
119	620	0	-87.99362	42.07443	620	740	0	-87.84002	42.10193	633	753
120	540	0	-88.16773	41.50019	540	660	0	-88.17321	41.61618	552.9	672.9
121	905	0	-87.79132	42.18517	905	1025	0	-87.90557	42.26012	917.6	1037.6
122	870	0	-87.72806	41.88422	870	990	0	-87.75871	41.99533	882.6	1002.6
123	720	0	-87.86853	42.46775	720	840	0	-87.90832	42.35854	732.6	852.6
124	540	0	-87.87058	42.35428	540	660	0	-87.86853	42.46775	552.6	672.6
125	631	0	-87.98918	42.27522	631	751	0	-88.13678	42.25172	643.4	763.4
126	810	0	-87.79696	41.96268	810	930	0	-87.65944	42.00552	822.3	942.3
127	870	0	-87.67695	41.71371	870	990	0	-87.82215	41.69468	882.2	1002.2
128	940	0	-87.82215	41.69468	940	1060	0	-87.67695	41.71371	952.2	1072.2
129	860	0	-87.81835	41.68913	860	980	0	-87.67695	41.71371	872.1	992.1
130	900	0	-88.05497	42.05213	900	1020	0	-87.95377	42.13143	912.1	1032.1
131	895	0	-88.02633	42.35664	895	1015	0	-87.905	42.29574	907.1	1027.1
132	810	0	-88.41359	42.28267	810	930	0	-88.26836	42.28477	822	942
133	810	0	-87.75261	41.96053	810	930	0	-87.64368	41.89249	821.8	941.8
134	885	0	-87.65855	41.85587	885	1005	0	-87.7519	41.77658	896.7	1016.7
135	609	0	-87.7712	41.76153	609	729	0	-87.63172	41.74343	620.7	740.7
136	630	0	-88.03347	42.17547	630	750	0	-87.99362	42.07443	641.7	761.7
137	904	0	-87.69811	42.07498	904	1024	0	-87.75407	41.97807	915.7	1035.7
